4.2201e-01, 4.1495e-01
4.2231e-01, 4.1502e-01
4.2534e-01, 4.1574e-01
4.2393e-01, 4.1641e-01
4.2106e-01, 4.1336e-01
4.1694e-01, 4.1357e-01
4.2564e-01, 4.1667e-01
4.2038e-01, 4.1392e-01
4.2550e-01, 4.1651e-01
4.2089e-01, 4.1440e-01
4.2111e-01, 4.1471e-01
4.2089e-01, 4.1512e-01
4.1511e-01, 4.1175e-01
4.2013e-01, 4.1364e-01
4.1990e-01, 4.1495e-01
4.2039e-01, 4.1359e-01
4.2359e-01, 4.1575e-01
4.2245e-01, 4.1600e-01
4.2144e-01, 4.1346e-01
4.2220e-01, 4.1399e-01
4.2309e-01, 4.1613e-01
4.1889e-01, 4.1411e-01
4.2158e-01, 4.1419e-01
4.1947e-01, 4.1291e-01
4.2032e-01, 4.1425e-01
4.2400e-01, 4.1522e-01
4.2274e-01, 4.1443e-01
4.2278e-01, 4.1637e-01
4.2279e-01, 4.1482e-01
4.1764e-01, 4.1212e-01
4.2260e-01, 4.1369e-01
4.1998e-01, 4.1336e-01
4.2097e-01, 4.1456e-01
4.2005e-01, 4.1336e-01
4.1735e-01, 4.1262e-01
4.2628e-01, 4.1632e-01
4.2521e-01, 4.1619e-01
4.2135e-01, 4.1575e-01
4.2310e-01, 4.1503e-01
4.2183e-01, 4.1480e-01
4.1833e-01, 4.1378e-01
4.1888e-01, 4.1424e-01
4.2052e-01, 4.1321e-01
4.2172e-01, 4.1484e-01
4.2134e-01, 4.1551e-01
4.2368e-01, 4.1647e-01
4.2364e-01, 4.1517e-01
4.2342e-01, 4.1470e-01
4.2117e-01, 4.1442e-01
4.2308e-01, 4.1632e-01
4.2013e-01, 4.1428e-01
4.2675e-01, 4.1683e-01
4.2173e-01, 4.1386e-01
4.1992e-01, 4.1438e-01
4.2565e-01, 4.1594e-01
4.2475e-01, 4.1526e-01
4.2094e-01, 4.1377e-01
4.2133e-01, 4.1551e-01
4.2250e-01, 4.1517e-01
4.2613e-01, 4.1788e-01
4.2346e-01, 4.1327e-01
4.2288e-01, 4.1478e-01
4.2528e-01, 4.1700e-01
4.2086e-01, 4.1258e-01
4.2280e-01, 4.1502e-01
4.2209e-01, 4.1506e-01
4.1843e-01, 4.1364e-01
4.2605e-01, 4.1685e-01
4.1816e-01, 4.1256e-01
4.2390e-01, 4.1555e-01
4.2247e-01, 4.1482e-01
4.2337e-01, 4.1585e-01
4.2146e-01, 4.1472e-01
4.2625e-01, 4.1709e-01
4.2155e-01, 4.1257e-01
4.2065e-01, 4.1649e-01
4.2556e-01, 4.1576e-01
4.2283e-01, 4.1525e-01
