4.2090e-01, 4.1284e-01
4.2119e-01, 4.1362e-01
4.1493e-01, 4.0938e-01
4.2132e-01, 4.1347e-01
4.1855e-01, 4.1263e-01
4.1655e-01, 4.1163e-01
4.1505e-01, 4.1055e-01
4.1799e-01, 4.1255e-01
4.1904e-01, 4.1173e-01
4.2407e-01, 4.1474e-01
4.1939e-01, 4.1300e-01
4.1793e-01, 4.1138e-01
4.1302e-01, 4.0962e-01
4.1741e-01, 4.1120e-01
4.2396e-01, 4.1465e-01
4.2016e-01, 4.1228e-01
4.1910e-01, 4.1315e-01
4.2330e-01, 4.1452e-01
4.1641e-01, 4.1205e-01
4.1933e-01, 4.1390e-01
4.2171e-01, 4.1275e-01
4.2079e-01, 4.1378e-01
4.1986e-01, 4.1429e-01
4.1942e-01, 4.1259e-01
4.1757e-01, 4.1115e-01
4.1547e-01, 4.1046e-01
4.1880e-01, 4.1388e-01
4.1570e-01, 4.1117e-01
4.1528e-01, 4.1169e-01
4.2243e-01, 4.1375e-01
4.1771e-01, 4.1370e-01
4.2171e-01, 4.1460e-01
4.1756e-01, 4.1298e-01
4.1888e-01, 4.1281e-01
4.1563e-01, 4.1320e-01
4.2248e-01, 4.1364e-01
4.1846e-01, 4.1209e-01
4.1583e-01, 4.1234e-01
4.2146e-01, 4.1269e-01
4.1719e-01, 4.1307e-01
4.1568e-01, 4.0943e-01
4.2074e-01, 4.1239e-01
4.2025e-01, 4.1365e-01
4.2038e-01, 4.1332e-01
4.2152e-01, 4.1457e-01
4.1732e-01, 4.1268e-01
4.2122e-01, 4.1262e-01
4.1759e-01, 4.1322e-01
4.1903e-01, 4.1191e-01
4.1449e-01, 4.1096e-01
4.2009e-01, 4.1332e-01
4.1905e-01, 4.1261e-01
4.1931e-01, 4.1346e-01
4.2001e-01, 4.1199e-01
4.1523e-01, 4.1129e-01
4.2139e-01, 4.1450e-01
4.2370e-01, 4.1450e-01
4.2077e-01, 4.1313e-01
4.1801e-01, 4.1405e-01
4.1730e-01, 4.1129e-01
4.1606e-01, 4.1243e-01
4.2054e-01, 4.1354e-01
4.2087e-01, 4.1358e-01
4.2066e-01, 4.1345e-01
4.1729e-01, 4.1228e-01
4.1858e-01, 4.1298e-01
4.2260e-01, 4.1499e-01
4.1717e-01, 4.1273e-01
4.2294e-01, 4.1394e-01
4.2164e-01, 4.1421e-01
4.2216e-01, 4.1423e-01
4.2143e-01, 4.1345e-01
4.1661e-01, 4.1192e-01
4.1473e-01, 4.1156e-01
4.1951e-01, 4.1164e-01
4.1686e-01, 4.1113e-01
4.2125e-01, 4.1340e-01
4.2469e-01, 4.1582e-01
4.2007e-01, 4.1387e-01
4.1804e-01, 4.1106e-01
4.1391e-01, 4.1112e-01
4.1641e-01, 4.1243e-01
4.1544e-01, 4.1040e-01
4.1891e-01, 4.1261e-01
4.1701e-01, 4.1078e-01
4.2246e-01, 4.1446e-01
4.1745e-01, 4.1212e-01
4.1819e-01, 4.1233e-01
4.2260e-01, 4.1574e-01
4.1752e-01, 4.1135e-01
4.1819e-01, 4.1179e-01
4.1770e-01, 4.1256e-01
4.1769e-01, 4.1278e-01
4.1888e-01, 4.1331e-01
4.1754e-01, 4.1185e-01
4.2139e-01, 4.1276e-01
4.1824e-01, 4.1129e-01
4.2080e-01, 4.1452e-01
4.1976e-01, 4.1225e-01
4.2520e-01, 4.1476e-01
4.1173e-01, 4.0839e-01
4.2106e-01, 4.1410e-01
4.2246e-01, 4.1318e-01
4.1726e-01, 4.1196e-01
4.1860e-01, 4.1101e-01
4.1790e-01, 4.1260e-01
4.1840e-01, 4.1204e-01
4.1929e-01, 4.1093e-01
4.2209e-01, 4.1308e-01
4.2310e-01, 4.1414e-01
4.1586e-01, 4.1087e-01
4.1983e-01, 4.1196e-01
4.1657e-01, 4.1205e-01
4.2063e-01, 4.1245e-01
4.2600e-01, 4.1729e-01
4.1935e-01, 4.1326e-01
4.2143e-01, 4.1382e-01
4.1891e-01, 4.1252e-01
